county,zcta5,cntyname,zipname,Final Zip
42115,18847,Susquehanna PA,"Susquehanna, PA",18847
42117,16901,Tioga PA,"Wellsboro, PA",16901
42117,16911,Tioga PA,"Arnot, PA",16911
42117,16912,Tioga PA,"Blossburg, PA",16912
42117,16914,Tioga PA,"Columbia Cross Roads, PA",16914
42117,16917,Tioga PA,"Covington, PA",16917
42117,16920,Tioga PA,"Elkland, PA",16920
42117,16921,Tioga PA,"Gaines, PA",16921
42117,16928,Tioga PA,"Knoxville, PA",16928
42117,16929,Tioga PA,"Lawrenceville, PA",16929
42117,16930,Tioga PA,"Liberty, PA",16930
42117,16932,Tioga PA,"Mainesburg, PA",16932
42117,16933,Tioga PA,"Mansfield, PA",16933
42117,16935,Tioga PA,"Middlebury Center, PA",16935
42117,16936,Tioga PA,"Millerton, PA",16936
42117,16938,Tioga PA,"Morris, PA",16938
42117,16939,Tioga PA,"Morris Run, PA (PO Boxes)",16939
42117,16940,Tioga PA,"Nelson, PA (PO Boxes)",16940
42117,16942,Tioga PA,"Osceola, PA",16942
42117,16943,Tioga PA,"Sabinsville, PA",16943
42117,16946,Tioga PA,"Tioga, PA",16946
42117,16947,Tioga PA,"Troy, PA",16947
42117,16950,Tioga PA,"Westfield, PA",16950
42117,17724,Tioga PA,"Canton, PA",17724
42117,17727,Tioga PA,"Cedar Run, PA",17727
42117,17765,Tioga PA,"Roaring Branch, PA",17765
42119,17810,Union PA,"Allenwood, PA",17810
42119,17829,Union PA,"Hartleton, PA",17829
42119,17835,Union PA,"Laurelton, PA",17835
42119,17837,Union PA,"Lewisburg, PA",17837
42119,17844,Union PA,"Mifflinburg, PA",17844
42119,17845,Union PA,"Millmont, PA",17845
42119,17855,Union PA,"New Berlin, PA",17855
42119,17856,Union PA,"New Columbia, PA",17856
42119,17870,Union PA,"Selinsgrove, PA",17870
42119,17880,Union PA,"Swengel, PA (PO Boxes)",17880
42119,17885,Union PA,"Weikert, PA (PO Boxes)",17885
42119,17886,Union PA,"West Milton, PA",17886
42119,17887,Union PA,"White Deer, PA (PO Boxes)",17887
42119,17889,Union PA,"Winfield, PA",17889
42121,16038,Venango PA,"Harrisville, PA",16038
42121,16127,Venango PA,"Grove City, PA",16127
42121,16153,Venango PA,"Stoneboro, PA",16153
42121,16232,Venango PA,"Knox, PA",16232
42121,16301,Venango PA,"Oil City, PA",16301
42121,16311,Venango PA,"Carlton, PA",16311
42121,16314,Venango PA,"Cochranton, PA",16314
42121,16317,Venango PA,"Cooperstown, PA",16317
42121,16319,Venango PA,"Cranberry, PA",16319
42121,16323,Venango PA,"Franklin, PA",16323
42121,16341,Venango PA,"Pleasantville, PA",16341
42121,16342,Venango PA,"Polk, PA",16342
42121,16343,Venango PA,"Sugarcreek, PA",16343
42121,16344,Venango PA,"Rouseville, PA",16344
42121,16346,Venango PA,"Seneca, PA",16346
42121,16353,Venango PA,"Tionesta, PA",16353
42121,16354,Venango PA,"Titusville, PA",16354
42121,16362,Venango PA,"Utica, PA",16362
42121,16364,Venango PA,"Venus, PA",16364
42121,16372,Venango PA,"Clintonville, PA",16372
42121,16373,Venango PA,"Emlenton, PA",16373
42121,16374,Venango PA,"Kennerdell, PA",16374
42123,16312,Warren PA,"Chandlers Valley, PA (PO Boxes)",16312
42123,16313,Warren PA,"Clarendon, PA",16313
42123,16329,Warren PA,"Irvine, PA",16329
42123,16340,Warren PA,"Pittsfield, PA",16340
42123,16345,Warren PA,"Russell, PA",16345
42123,16347,Warren PA,"Sheffield, PA",16347
42123,16350,Warren PA,"Sugar Grove, PA",16350
42123,16351,Warren PA,"Tidioute, PA",16351
42123,16352,Warren PA,"Tiona, PA (PO Boxes)",16352
42123,16354,Warren PA,"Titusville, PA",16354
42123,16365,Warren PA,"Warren, PA",16365
42123,16371,Warren PA,"Youngsville, PA",16371
42123,16402,Warren PA,"Bear Lake, PA",16402
42123,16405,Warren PA,"Columbus, PA",16405
42123,16407,Warren PA,"Corry, PA",16407
42123,16416,Warren PA,"Garland, PA (PO Boxes)",16416
42123,16420,Warren PA,"Grand Valley, PA",16420
42123,16434,Warren PA,"Spartansburg, PA",16434
42123,16436,Warren PA,"Spring Creek, PA",16436
42123,16701,Warren PA,"Bradford, PA",16701
42125,15004,Washington PA,"Atlasburg, PA",15004
42125,15012,Washington PA,"Belle Vernon, PA",15012
42125,15017,Washington PA,"Bridgeville, PA",15017
42125,15019,Washington PA,"Bulger, PA",15019
42125,15021,Washington PA,"Burgettstown, PA",15021
42125,15022,Washington PA,"Charleroi, PA",15022
42125,15025,Washington PA,"Jefferson Hills, PA",15025
42125,15026,Washington PA,"Clinton, PA",15026
42125,15033,Washington PA,"Donora, PA",15033
42125,15038,Washington PA,"Elrama, PA",15038
42125,15053,Washington PA,"Joffre, PA",15053
42125,15054,Washington PA,"Langeloth, PA",15054
42125,15055,Washington PA,"Lawrence, PA",15055
42125,15057,Washington PA,"Mc Donald, PA",15057
42125,15060,Washington PA,"Midway, PA",15060
42125,15063,Washington PA,"Monongahela, PA",15063
42125,15067,Washington PA,"New Eagle, PA",15067
42125,15078,Washington PA,"Slovan, PA",15078
42125,15126,Washington PA,"Imperial, PA",15126
42125,15129,Washington PA,"South Park Township, PA",15129
42125,15241,Washington PA,"Upper St. Clair, PA",15241
42125,15301,Washington PA,"Washington, PA",15301
42125,15311,Washington PA,"Amity, PA",15311
42125,15312,Washington PA,"Avella, PA",15312
42125,15313,Washington PA,"Beallsville, PA",15313
42125,15314,Washington PA,"Bentleyville, PA",15314
42125,15317,Washington PA,"Canonsburg, Pa, PA",15317
42125,15321,Washington PA,"Cecil-Bishop, PA",15321
42125,15322,Washington PA,"Clarksville, PA",15322
42125,15323,Washington PA,"Claysville, PA",15323
42125,15324,Washington PA,"Cokeburg, PA",15324
42125,15329,Washington PA,"Prosperity, PA",15329
42125,15330,Washington PA,"Eighty Four, PA",15330
42125,15331,Washington PA,"Ellsworth, PA",15331
42125,15332,Washington PA,"Finleyville, PA",15332
42125,15333,Washington PA,"Deemston, PA",15333
42125,15340,Washington PA,"Hickory, PA",15340
42125,15342,Washington PA,"McGovern, PA",15342
42125,15345,Washington PA,"Marianna, PA",15345
42125,15347,Washington PA,"Meadowlands, PA",15347
42125,15348,Washington PA,"Millsboro, PA",15348
42125,15350,Washington PA,"Muse, PA",15350
42125,15358,Washington PA,"Centerville, PA",15358
42125,15360,Washington PA,"Scenery Hill, PA",15360
42125,15361,Washington PA,"Southview, PA",15361
42125,15363,Washington PA,"Strabane, PA",15363
42125,15366,Washington PA,"Van Voorhis, PA",15366
42125,15367,Washington PA,"Venetia, PA",15367
42125,15368,Washington PA,"Vestaburg, PA (PO Boxes)",15368
42125,15370,Washington PA,"Waynesburg, PA",15370
42125,15376,Washington PA,"West Alexander, PA",15376
42125,15377,Washington PA,"West Finley, PA",15377
42125,15378,Washington PA,"Westland, PA",15378
42125,15379,Washington PA,"West Middletown, PA",15379
42125,15412,Washington PA,"Allenport, PA",15412
42125,15417,Washington PA,"Brownsville, PA",15417
42125,15419,Washington PA,"California, PA",15419
42125,15423,Washington PA,"California, PA",15423
42125,15427,Washington PA,"Daisytown, PA",15427
42125,15429,Washington PA,"Centerville, PA",15429
42125,15432,Washington PA,"Dunlevy, PA",15432
42125,15434,Washington PA,"Elco, PA",15434
42125,15477,Washington PA,"Roscoe, PA",15477
42125,15483,Washington PA,"Stockdale, PA",15483
42127,18405,Wayne PA,"Beach Lake, PA",18405
42127,18415,Wayne PA,"Damascus, PA",18415
42127,18417,Wayne PA,"Equinunk, PA",18417
42127,18421,Wayne PA,"Forest City, PA",18421
42127,18424,Wayne PA,"Gouldsboro, PA",18424
42127,18427,Wayne PA,"Hamlin, PA (PO Boxes)",18427
42127,18428,Wayne PA,"Hawley, PA",18428
42127,18431,Wayne PA,"Honesdale, PA",18431
42127,18436,Wayne PA,"Lake Ariel, PA",18436
42127,18437,Wayne PA,"Lake Como, PA",18437
42127,18438,Wayne PA,"Lakeville, PA",18438
42127,18439,Wayne PA,"Lakewood, PA",18439
42127,18443,Wayne PA,"Milanville, PA",18443
42127,18444,Wayne PA,"Moscow, PA",18444
42127,18445,Wayne PA,"Newfoundland, PA",18445
42127,18453,Wayne PA,"Pleasant Mount, PA",18453
42127,18454,Wayne PA,"Poyntelle, PA (PO Boxes)",18454
42127,18455,Wayne PA,"Preston Park, PA",18455
42127,18456,Wayne PA,"Prompton, PA",18456
42127,18459,Wayne PA,"South Canaan, PA (PO Boxes)",18459
42127,18460,Wayne PA,"South Sterling, PA",18460
42127,18461,Wayne PA,"Starlight, PA",18461
42127,18462,Wayne PA,"Starrucca, PA",18462
42127,18463,Wayne PA,"Sterling, PA",18463
42127,18465,Wayne PA,"Thompson, PA",18465
42127,18469,Wayne PA,"Tyler Hill, PA",18469
42127,18470,Wayne PA,"Union Dale, PA",18470
42127,18472,Wayne PA,"Waymart, PA",18472
42127,18473,Wayne PA,"White Mills, PA",18473
42127,18847,Wayne PA,"Susquehanna, PA",18847
42129,15012,Westmoreland PA,"Belle Vernon, PA",15012
42129,15062,Westmoreland PA,"Monessen, PA",15062
42129,15068,Westmoreland PA,"New Kensington, PA",15068
42129,15072,Westmoreland PA,"Lynnwood-Pricedale, PA",15072
42129,15083,Westmoreland PA,"Sutersville, PA",15083
42129,15085,Westmoreland PA,"Level Green, PA",15085
42129,15087,Westmoreland PA,"Webster, PA",15087
42129,15089,Westmoreland PA,"West Newton, PA",15089
42129,15131,Westmoreland PA,"White Oak, PA",15131
42129,15137,Westmoreland PA,"North Versailles, PA",15137
42129,15146,Westmoreland PA,"Monroeville, PA",15146
42129,15448,Westmoreland PA,"Jacobs Creek, PA (PO Boxes)",15448
42129,15479,Westmoreland PA,"Smithton, PA",15479
42129,15501,Westmoreland PA,"Somerset, PA",15501
42129,15531,Westmoreland PA,"Boswell, PA",15531
42129,15601,Westmoreland PA,"Greensburg, PA",15601
42129,15610,Westmoreland PA,"Acme, PA",15610
42129,15611,Westmoreland PA,"Adamsburg, PA",15611
42129,15612,Westmoreland PA,"Alverton, PA",15612
42129,15613,Westmoreland PA,"Apollo, PA",15613
42129,15615,Westmoreland PA,"Ardara, PA",15615
42129,15616,Westmoreland PA,"Armbrust, PA (PO Boxes)",15616
42129,15617,Westmoreland PA,"Arona, PA",15617
42129,15618,Westmoreland PA,"Avonmore, PA",15618
42129,15620,Westmoreland PA,"Bradenville, PA",15620
42129,15621,Westmoreland PA,"Calumet, PA (PO Boxes)",15621
42129,15622,Westmoreland PA,"Champion, PA",15622
42129,15623,Westmoreland PA,"Claridge, PA",15623
42129,15624,Westmoreland PA,"Crabtree, PA",15624
42129,15625,Westmoreland PA,"Darragh, PA (PO Boxes)",15625
42129,15626,Westmoreland PA,"Delmont, PA",15626
42129,15627,Westmoreland PA,"Derry, PA",15627
42129,15628,Westmoreland PA,"Donegal, PA",15628
42129,15629,Westmoreland PA,"East Vandergrift, PA",15629
42129,15632,Westmoreland PA,"Murrysville, PA",15632
42129,15633,Westmoreland PA,"Forbes Road, PA (PO Boxes)",15633
42129,15634,Westmoreland PA,"Grapeville, PA",15634
42129,15635,Westmoreland PA,"Hannastown, PA (PO Boxes)",15635
42129,15636,Westmoreland PA,"Harrison City, PA",15636
42129,15637,Westmoreland PA,"Herminie, PA",15637
42129,15638,Westmoreland PA,"Hostetter, PA",15638
42129,15639,Westmoreland PA,"Hunker, PA",15639
42129,15640,Westmoreland PA,"Hutchinson, PA (PO Boxes)",15640
42129,15641,Westmoreland PA,"Hyde Park, PA",15641
42129,15642,Westmoreland PA,"Irwin, PA",15642
42129,15644,Westmoreland PA,"Jeannette, PA",15644
42129,15646,Westmoreland PA,"Jones Mills, PA",15646
42129,15647,Westmoreland PA,"Larimer, PA",15647
42129,15650,Westmoreland PA,"Latrobe, PA",15650
42129,15655,Westmoreland PA,"Laughlintown, PA",15655
42129,15656,Westmoreland PA,"Leechburg, PA",15656
42129,15658,Westmoreland PA,"Ligonier, PA",15658
42129,15660,Westmoreland PA,"Lowber, PA (PO Boxes)",15660
42129,15661,Westmoreland PA,"Loyalhanna, PA",15661
42129,15662,Westmoreland PA,"Luxor, PA (PO Boxes)",15662
42129,15663,Westmoreland PA,"Madison, PA",15663
42129,15665,Westmoreland PA,"Manor, PA",15665
42129,15666,Westmoreland PA,"Mount Pleasant, PA",15666
42129,15668,Westmoreland PA,"Murrysville, PA",15668
42129,15670,Westmoreland PA,"New Alexandria, PA",15670
42129,15671,Westmoreland PA,"New Derry, PA",15671
42129,15672,Westmoreland PA,"New Stanton, PA",15672
42129,15675,Westmoreland PA,"Penn, PA",15675
42129,15676,Westmoreland PA,"Pleasant Unity, PA (PO Boxes)",15676
42129,15677,Westmoreland PA,"Rector, PA",15677
42129,15678,Westmoreland PA,"Rillton, PA",15678
42129,15679,Westmoreland PA,"Ruffs Dale, PA",15679
42129,15680,Westmoreland PA,"Salina, PA (PO Boxes)",15680
42129,15681,Westmoreland PA,"Saltsburg, PA",15681
42129,15683,Westmoreland PA,"Scottdale, PA",15683
42129,15684,Westmoreland PA,"Slickville, PA",15684
42129,15687,Westmoreland PA,"Stahlstown, PA",15687
42129,15688,Westmoreland PA,"Tarrs, PA",15688
42129,15689,Westmoreland PA,"Calumet, PA",15689
42129,15690,Westmoreland PA,"Vandergrift, PA",15690
42129,15691,Westmoreland PA,"Wendel, PA (PO Boxes)",15691
42129,15692,Westmoreland PA,"Westmoreland City, PA",15692
42129,15693,Westmoreland PA,"Whitney, PA (PO Boxes)",15693
42129,15695,Westmoreland PA,"Wyano, PA",15695
42129,15696,Westmoreland PA,"Youngstown, PA",15696
42129,15697,Westmoreland PA,"Youngwood, PA",15697
42129,15698,Westmoreland PA,"Yukon, PA",15698
42129,15717,Westmoreland PA,"Blairsville, PA",15717
42129,15779,Westmoreland PA,"Torrance, PA (PO Boxes)",15779
42129,15923,Westmoreland PA,"Bolivar, PA",15923
42129,15944,Westmoreland PA,"New Florence, PA",15944
42129,15954,Westmoreland PA,"Seward, PA",15954
42129,16229,Westmoreland PA,"Freeport, PA",16229
42131,18414,Wyoming PA,"Dalton, PA",18414
42131,18419,Wyoming PA,"Factoryville, PA",18419
42131,18446,Wyoming PA,"Nicholson, PA",18446
42131,18612,Wyoming PA,"Dallas, PA",18612
42131,18614,Wyoming PA,"Dushore, PA",18614
42131,18615,Wyoming PA,"Falls, PA",18615
42131,18618,Wyoming PA,"Harveys Lake, PA",18618
42131,18623,Wyoming PA,"Laceyville, PA",18623
42131,18625,Wyoming PA,"Lake Winola, PA",18625
42131,18629,Wyoming PA,"Mehoopany, PA",18629
42131,18630,Wyoming PA,"Meshoppen, PA",18630
42131,18636,Wyoming PA,"Noxen, PA",18636
42131,18657,Wyoming PA,"Tunkhannock, PA",18657
42131,18844,Wyoming PA,"Springville, PA",18844
42133,17011,York PA,"Camp Hill, PA",17011
42133,17019,York PA,"Dillsburg, PA",17019
42133,17055,York PA,"Mechanicsburg, PA",17055
42133,17070,York PA,"New Cumberland, PA",17070
42133,17301,York PA,"Abbottstown, PA",17301
42133,17302,York PA,"Airville, PA",17302
42133,17309,York PA,"Brogue, PA",17309
42133,17311,York PA,"Jefferson, PA",17311
42133,17313,York PA,"Dallastown, PA",17313
42133,17314,York PA,"Delta, PA",17314
42133,17315,York PA,"Dover, PA",17315
42133,17316,York PA,"East Berlin, PA",17316
42133,17317,York PA,"East Prospect, PA",17317
42133,17318,York PA,"Emigsville, PA",17318
42133,17319,York PA,"Etters, PA",17319
42133,17321,York PA,"Fawn Grove, PA",17321
42133,17322,York PA,"Felton, PA",17322
42133,17327,York PA,"Glen Rock, PA",17327
42133,17329,York PA,"Glenville, PA",17329
42133,17331,York PA,"Hanover, PA",17331
42133,17339,York PA,"Lewisberry, PA",17339
42133,17345,York PA,"Manchester, PA",17345
42133,17347,York PA,"Mount Wolf, PA",17347
42133,17349,York PA,"New Freedom, PA",17349
42133,17352,York PA,"New Park, PA",17352
42133,17355,York PA,"Railroad, PA",17355
42133,17356,York PA,"Red Lion, PA",17356
42133,17360,York PA,"Seven Valleys, PA",17360
42133,17361,York PA,"Shrewsbury, PA",17361
42133,17362,York PA,"Spring Grove, PA",17362
42133,17363,York PA,"Stewartstown, PA",17363
42133,17364,York PA,"Thomasville, PA",17364
42133,17365,York PA,"Wellsville, PA",17365
42133,17366,York PA,"Windsor, PA",17366
42133,17368,York PA,"Wrightsville, PA",17368
42133,17370,York PA,"York Haven, PA",17370
42133,17371,York PA,"New Salem, PA",17371
42133,17372,York PA,"York Springs, PA",17372
42133,17401,York PA,"York, PA",17401
42133,17402,York PA,"York, PA",17402
42133,17403,York PA,"York, PA",17403
42133,17404,York PA,"York, PA",17404
42133,17406,York PA,"York, PA",17406
42133,17407,York PA,"Jacobus, PA",17407
42133,17408,York PA,"Shiloh, PA",17408
44001,2806,Bristol RI,"Barrington, RI",02806
44001,2809,Bristol RI,"Bristol, RI",02809
44001,2885,Bristol RI,"Warren, RI",02885
44003,2816,Kent RI,"Coventry, RI",02816
44003,2817,Kent RI,"West Greenwich, RI",02817
44003,2818,Kent RI,"East Greenwich, RI",02818
44003,2827,Kent RI,"Greene, RI",02827
44003,2831,Kent RI,"Hope, RI",02831
44003,2886,Kent RI,"Warwick, RI",02886
44003,2888,Kent RI,"Warwick, RI",02888
44003,2889,Kent RI,"Warwick, RI",02889
44003,2893,Kent RI,"West Warwick, RI",02893
44005,2835,Newport RI,"Jamestown, RI",02835
44005,2837,Newport RI,"Little Compton, RI",02837
44005,2840,Newport RI,"Newport, RI",02840
44005,2841,Newport RI,"Newport, RI",02841
44005,2842,Newport RI,"Newport East, RI",02842
44005,2871,Newport RI,"Portsmouth, RI",02871
44005,2872,Newport RI,"Prudence Island, RI",02872
44005,2878,Newport RI,"Tiverton, RI",02878
44007,2802,Providence RI,"Albion, RI (PO Boxes)",02802
44007,2814,Providence RI,"Chepachet, RI",02814
44007,2815,Providence RI,"Clayville, RI",02815
44007,2816,Providence RI,"Coventry, RI",02816
44007,2825,Providence RI,"Foster, RI",02825
44007,2826,Providence RI,"Glendale, RI (PO Boxes)",02826
44007,2828,Providence RI,"Greenville, RI",02828
44007,2830,Providence RI,"Harrisville, RI",02830
44007,2831,Providence RI,"Hope, RI",02831
44007,2838,Providence RI,"Manville, RI",02838
44007,2839,Providence RI,"Mapleville, RI",02839
44007,2857,Providence RI,"North Scituate, RI",02857
44007,2858,Providence RI,"Oakland, RI",02858
44007,2859,Providence RI,"Pascoag, RI",02859
44007,2860,Providence RI,"Pawtucket, RI",02860
44007,2861,Providence RI,"Pawtucket, RI",02861
44007,2863,Providence RI,"Central Falls, RI",02863
44007,2864,Providence RI,"Cumberland, RI",02864
44007,2865,Providence RI,"Lincoln, RI",02865
44007,2876,Providence RI,"Slatersville, RI",02876
44007,2895,Providence RI,"Woonsocket, RI",02895
44007,2896,Providence RI,"North Smithfield, RI",02896
44007,2903,Providence RI,"Providence, RI",02903
44007,2904,Providence RI,"Providence, RI",02904
44007,2905,Providence RI,"Providence, RI",02905
44007,2906,Providence RI,"Providence, RI",02906
44007,2907,Providence RI,"Providence, RI",02907
44007,2908,Providence RI,"Providence, RI",02908
44007,2909,Providence RI,"Providence, RI",02909
44007,2910,Providence RI,"Cranston, RI",02910
44007,2911,Providence RI,"North Providence, RI",02911
44007,2912,Providence RI,"Providence, RI",02912
44007,2914,Providence RI,"East Providence, RI",02914
44007,2915,Providence RI,"East Providence, RI",02915
44007,2916,Providence RI,"East Providence, RI",02916
44007,2917,Providence RI,"Smithfield, RI",02917
44007,2919,Providence RI,"Johnston, RI",02919
44007,2920,Providence RI,"Cranston, RI",02920
44007,2921,Providence RI,"Cranston, RI",02921
44009,2804,Washington RI,"Ashaway, RI",02804
44009,2807,Washington RI,"Block Island, RI (PO Boxes)",02807
44009,2808,Washington RI,"Bradford, RI",02808
44009,2812,Washington RI,"Carolina, RI",02812
44009,2813,Washington RI,"Charlestown, RI",02813
44009,2822,Washington RI,"Exeter, RI",02822
44009,2832,Washington RI,"Hope Valley, RI",02832
44009,2833,Washington RI,"Hopkinton, RI",02833
44009,2836,Washington RI,"Kenyon, RI",02836
44009,2852,Washington RI,"North Kingstown, RI",02852
44009,2873,Washington RI,"Rockville, RI (PO Boxes)",02873
44009,2874,Washington RI,"Saunderstown, RI",02874
44009,2875,Washington RI,"Shannock, RI",02875
44009,2879,Washington RI,"Wakefield, RI",02879
44009,2881,Washington RI,"Kingston, RI",02881
44009,2882,Washington RI,"Narragansett, RI",02882
44009,2891,Washington RI,"Westerly, RI",02891
44009,2892,Washington RI,"West Kingston, RI",02892
44009,2894,Washington RI,"Wood River Junction, RI",02894
44009,2898,Washington RI,"Wyoming, RI",02898
45001,29620,Abbeville SC,"Abbeville, SC",29620
45001,29627,Abbeville SC,"Belton, SC",29627
45001,29628,Abbeville SC,"Calhoun Falls, SC",29628
45001,29638,Abbeville SC,"Donalds, SC",29638
45001,29639,Abbeville SC,"Due West, SC",29639
45001,29646,Abbeville SC,"Greenwood, SC",29646
45001,29649,Abbeville SC,"Greenwood, SC",29649
45001,29653,Abbeville SC,"Hodges, SC",29653
45001,29654,Abbeville SC,"Honea Path, SC",29654
45001,29655,Abbeville SC,"Iva, SC",29655
45001,29659,Abbeville SC,"Lowndesville, SC",29659
45001,29692,Abbeville SC,"Ware Shoals, SC",29692
45001,29819,Abbeville SC,"Bradley, SC",29819
45003,29006,Aiken SC,"Batesburg, SC",29006
45003,29105,Aiken SC,"Monetta, SC",29105
45003,29129,Aiken SC,"Ridge Spring, SC",29129
45003,29137,Aiken SC,"Salley, SC",29137
45003,29146,Aiken SC,"Springfield, SC",29146
45003,29164,Aiken SC,"Wagener, SC",29164
45003,29801,Aiken SC,"Aiken, SC",29801
45003,29803,Aiken SC,"Aiken, SC",29803
45003,29805,Aiken SC,"Aiken, SC",29805
45003,29809,Aiken SC,"New Ellenton, SC",29809
45003,29816,Aiken SC,"Bath, SC (PO Boxes)",29816
45003,29828,Aiken SC,"Gloverville, SC",29828
45003,29829,Aiken SC,"Graniteville, SC",29829
45003,29831,Aiken SC,"Jackson, SC",29831
45003,29834,Aiken SC,"Langley, SC",29834
45003,29841,Aiken SC,"North Augusta, SC",29841
45003,29842,Aiken SC,"Beech Island, SC",29842
45003,29847,Aiken SC,"Trenton, SC",29847
45003,29850,Aiken SC,"Vaucluse, SC (PO Boxes)",29850
45003,29851,Aiken SC,"Warrenville, SC",29851
45003,29853,Aiken SC,"Williston, SC",29853
45003,29856,Aiken SC,"Windsor, SC",29856
45003,29860,Aiken SC,"North Augusta, SC",29860
45005,29810,Allendale SC,"Allendale, SC",29810
45005,29812,Allendale SC,"Barnwell, SC",29812
45005,29827,Allendale SC,"Fairfax, SC",29827
45005,29836,Allendale SC,"Martin, SC",29836
45005,29849,Allendale SC,"Ulmer, SC",29849
45005,29932,Allendale SC,"Luray, SC",29932
45007,29611,Anderson SC,"Parker, SC",29611
45007,29621,Anderson SC,"Anderson, SC",29621
45007,29624,Anderson SC,"Anderson, SC",29624
45007,29625,Anderson SC,"Anderson, SC",29625
45007,29626,Anderson SC,"Anderson, SC",29626
45007,29627,Anderson SC,"Belton, SC",29627
45007,29630,Anderson SC,"Central, SC",29630
45007,29631,Anderson SC,"Clemson, SC",29631
45007,29642,Anderson SC,"Easley, SC",29642
45007,29643,Anderson SC,"Fair Play, SC",29643
45007,29654,Anderson SC,"Honea Path, SC",29654
45007,29655,Anderson SC,"Iva, SC",29655
45007,29657,Anderson SC,"Liberty, SC",29657
45007,29669,Anderson SC,"Pelzer, SC",29669
45007,29670,Anderson SC,"Pendleton, SC",29670
45007,29673,Anderson SC,"Piedmont, SC",29673
45007,29684,Anderson SC,"Starr, SC",29684
45007,29689,Anderson SC,"Townville, SC",29689
45007,29697,Anderson SC,"Williamston, SC",29697
45009,29003,Bamberg SC,"Bamberg, SC",29003
45009,29042,Bamberg SC,"Denmark, SC",29042
45009,29081,Bamberg SC,"Ehrhardt, SC",29081
45009,29082,Bamberg SC,"Lodge, SC",29082
45009,29432,Bamberg SC,"Branchville, SC",29432
45009,29481,Bamberg SC,"Smoaks, SC",29481
45009,29817,Bamberg SC,"Blackville, SC",29817
45009,29843,Bamberg SC,"Olar, SC",29843
45011,29812,Barnwell SC,"Barnwell, SC",29812
45011,29817,Barnwell SC,"Blackville, SC",29817
45011,29826,Barnwell SC,"Elko, SC",29826
45011,29836,Barnwell SC,"Martin, SC",29836
45011,29843,Barnwell SC,"Olar, SC",29843
45011,29849,Barnwell SC,"Ulmer, SC",29849
45011,29853,Barnwell SC,"Williston, SC",29853
45013,29902,Beaufort SC,"Beaufort, SC",29902
45013,29904,Beaufort SC,"Beaufort, SC",29904
45013,29905,Beaufort SC,"Port Royal, SC",29905
45013,29906,Beaufort SC,"Burton, SC",29906
45013,29907,Beaufort SC,"Ladys Island, SC",29907
45013,29909,Beaufort SC,"Okatie, SC",29909
45013,29910,Beaufort SC,"Bluffton, SC",29910
45013,29915,Beaufort SC,"Daufuskie Island, SC",29915
45013,29920,Beaufort SC,"Saint Helena Island, SC",29920
45013,29926,Beaufort SC,"Hilton Head Island, SC",29926
45013,29927,Beaufort SC,"Hardeeville, SC",29927
45013,29928,Beaufort SC,"Hilton Head Island, SC",29928
45013,29935,Beaufort SC,"Port Royal, SC",29935
45013,29940,Beaufort SC,"Seabrook, SC",29940
45013,29941,Beaufort SC,"Sheldon, SC (PO Boxes)",29941
45013,29945,Beaufort SC,"Yemassee, SC",29945
45015,29059,Berkeley SC,"Holly Hill, SC",29059
45015,29406,Berkeley SC,"North Charleston, SC",29406
45015,29410,Berkeley SC,"Hanahan, SC",29410
45015,29431,Berkeley SC,"Bonneau, SC",29431
45015,29434,Berkeley SC,"Cordesville, SC",29434
45015,29436,Berkeley SC,"Cross, SC",29436
45015,29445,Berkeley SC,"Goose Creek, SC",29445
45015,29450,Berkeley SC,"Huger, SC",29450
45015,29453,Berkeley SC,"Jamestown, SC",29453
45015,29456,Berkeley SC,"Ladson, SC",29456
45015,29461,Berkeley SC,"Moncks Corner, SC",29461
45015,29468,Berkeley SC,"Pineville, SC",29468
45015,29469,Berkeley SC,"Pinopolis, SC",29469
45015,29472,Berkeley SC,"Ridgeville, SC",29472
45015,29479,Berkeley SC,"Saint Stephen, SC",29479
45015,29483,Berkeley SC,"Summerville, SC",29483
45015,29492,Berkeley SC,"Charleston, SC",29492
45017,29030,Calhoun SC,"Cameron, SC",29030
45017,29047,Calhoun SC,"Elloree, SC",29047
45017,29053,Calhoun SC,"Gaston, SC",29053
45017,29112,Calhoun SC,"North, SC",29112
45017,29118,Calhoun SC,"Orangeburg, SC",29118
45017,29135,Calhoun SC,"Saint Matthews, SC",29135
45017,29160,Calhoun SC,"Swansea, SC",29160
45019,29401,Charleston SC,"Charleston, SC",29401
45019,29403,Charleston SC,"Charleston, SC",29403
45019,29404,Charleston SC,"North Charleston, SC",29404
45019,29405,Charleston SC,"North Charleston, SC",29405
45019,29406,Charleston SC,"North Charleston, SC",29406
45019,29407,Charleston SC,"Charleston, SC",29407
45019,29409,Charleston SC,"Charleston, SC",29409
45019,29412,Charleston SC,"Charleston, SC",29412
45019,29414,Charleston SC,"Charleston, SC",29414
45019,29418,Charleston SC,"North Charleston, SC",29418
45019,29420,Charleston SC,"North Charleston, SC",29420
45019,29423,Charleston SC,"North Charleston, SC",29423
45019,29424,Charleston SC,"Charleston, SC",29424
45019,29426,Charleston SC,"Adams Run, SC",29426
45019,29429,Charleston SC,"Awendaw, SC",29429
45019,29438,Charleston SC,"Edisto Island, SC",29438
45019,29439,Charleston SC,"Folly Beach, SC",29439
45019,29449,Charleston SC,"Hollywood, SC",29449
45019,29450,Charleston SC,"Huger, SC",29450
